Country,EdLevel,YearsExperience,DevType,AnualSalary
India,Bachelor’s degree,13.0,"Developer, embedded applications or devices",25128.0
India,Bachelor’s degree,7.0,"Developer, embedded applications or devices",30716.0
India,Master’s degree,6.0,"Developer, embedded applications or devices",37697.0
India,Bachelor’s degree,10.0,"Developer, embedded applications or devices",20943.0
India,Bachelor’s degree,7.0,"Developer, embedded applications or devices",22339.0
India,Master’s degree,10.0,"Developer, embedded applications or devices",25131.0
India,Bachelor’s degree,7.0,"Developer, embedded applications or devices",29320.0
India,Bachelor’s degree,3.0,"Developer, embedded applications or devices",13404.0
India,Bachelor’s degree,1.0,"Developer, embedded applications or devices",25131.0
India,Bachelor’s degree,11.0,"Developer, embedded applications or devices",36999.0
India,Bachelor’s degree,12.0,"Developer, embedded applications or devices",27923.0
India,Bachelor’s degree,12.0,"Developer, embedded applications or devices",33508.0
India,Bachelor’s degree,18.0,"Developer, embedded applications or devices",41885.0
India,Master’s degree,10.0,"Developer, embedded applications or devices",41885.0
India,Bachelor’s degree,16.0,"Developer, embedded applications or devices",50262.0
India,Master’s degree,12.0,"Developer, embedded applications or devices",48866.0
India,Master’s degree,4.0,"Developer, embedded applications or devices",34904.0
India,Master’s degree,2.0,"Developer, embedded applications or devices",27923.0
India,Master’s degree,8.0,"Developer, embedded applications or devices",15912.0
Australia,Bachelor’s degree,6.0,"Developer, embedded applications or devices",120257.0
Australia,Bachelor’s degree,9.0,"Developer, embedded applications or devices",80172.0
Australia,Bachelor’s degree,6.0,"Developer, embedded applications or devices",67478.0
Australia,Bachelor’s degree,16.0,"Developer, embedded applications or devices",96874.0
Australia,Bachelor’s degree,19.0,"Developer, embedded applications or devices",86853.0
Australia,Bachelor’s degree,4.0,"Developer, embedded applications or devices",60129.0
Australia,Less than a Bachelor’s,15.0,"Developer, embedded applications or devices",66810.0
Australia,Bachelor’s degree,3.0,"Developer, embedded applications or devices",51777.0
Australia,Bachelor’s degree,4.0,"Developer, embedded applications or devices",40086.0
Australia,Bachelor’s degree,6.0,"Developer, embedded applications or devices",70150.0
Australia,Bachelor’s degree,3.0,"Developer, embedded applications or devices",63469.0
Australia,Bachelor’s degree,29.0,"Developer, embedded applications or devices",88189.0
Norway,Bachelor’s degree,4.0,"Developer, embedded applications or devices",64737.0
Norway,Less than a Bachelor’s,27.0,"Developer, embedded applications or devices",107895.0
Norway,Master’s degree,6.0,"Developer, embedded applications or devices",78764.0
Norway,Master’s degree,21.0,"Developer, embedded applications or devices",97645.0
Norway,Master’s degree,27.0,"Developer, embedded applications or devices",112211.0
Norway,Bachelor’s degree,9.0,"Developer, embedded applications or devices",91711.0
Sweden,Master’s degree,11.0,Engineering manager,76092.0
Sweden,Master’s degree,2.0,Engineering manager,54000.0
Spain,Master’s degree,7.0,Engineering manager,46482.0
Spain,Bachelor’s degree,14.0,Engineering manager,52968.0
Spain,Less than a Bachelor’s,7.0,Engineering manager,54049.0
Germany,Bachelor’s degree,5.0,Engineering manager,99991.0
Germany,Bachelor’s degree,13.0,Engineering manager,86478.0
Germany,Master’s degree,5.0,Engineering manager,77290.0
Germany,Master’s degree,21.0,Engineering manager,58368.0
Germany,Master’s degree,7.0,Engineering manager,91883.0
Germany,Bachelor’s degree,10.0,Engineering manager,102693.0
Germany,Master’s degree,12.0,Engineering manager,79993.0
Germany,Master’s degree,22.0,Engineering manager,86478.0
Germany,Master’s degree,8.0,Engineering manager,71345.0
Turkey,Less than a Bachelor’s,15.0,Engineering manager,59172.0
Turkey,Bachelor’s degree,27.0,Engineering manager,38916.0
Turkey,Master’s degree,14.0,Engineering manager,49308.0
Canada,Bachelor’s degree,10.0,Engineering manager,121010.0
Canada,Bachelor’s degree,16.0,Engineering manager,121010.0
Canada,Master’s degree,14.0,Engineering manager,102102.0
Canada,Bachelor’s degree,15.0,Engineering manager,111934.0
Canada,Bachelor’s degree,6.0,Engineering manager,79413.0
Canada,Less than a Bachelor’s,9.0,Engineering manager,124792.0
Canada,Master’s degree,12.0,Engineering manager,108228.0
Canada,Bachelor’s degree,18.0,Engineering manager,95295.0
Canada,Bachelor’s degree,7.0,Engineering manager,102102.0
Canada,Less than a Bachelor’s,8.0,Engineering manager,56723.0
Canada,Bachelor’s degree,16.0,Engineering manager,121010.0
France,Postgraduate,13.0,Engineering manager,59454.0
France,Less than a Bachelor’s,10.0,Engineering manager,43239.0
France,Master’s degree,17.0,Engineering manager,86478.0
France,Bachelor’s degree,20.0,Engineering manager,59454.0
France,Master’s degree,16.0,Engineering manager,59454.0
France,Master’s degree,15.0,Engineering manager,86478.0
France,Master’s degree,4.0,Engineering manager,49725.0
Switzerland,Master’s degree,10.0,Engineering manager,132143.0
Switzerland,Master’s degree,25.0,Engineering manager,147391.0
Switzerland,Postgraduate,10.0,Engineering manager,105715.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s,7.0,Engineering manager,106639.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,19.0,Engineering manager,71093.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,17.0,Engineering manager,111163.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s,24.0,Engineering manager,109871.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s,17.0,Engineering manager,108061.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,21.0,Engineering manager,103408.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s,7.0,Engineering manager,155111.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,9.0,Engineering manager,147356.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,15.0,Engineering manager,129259.0
United Kingdom of Great Britain and Northern Ireland,Postgraduate,14.0,Engineering manager,118919.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,13.0,Engineering manager,109871.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,Engineering manager,96945.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,20.0,Engineering manager,129259.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,25.0,Engineering manager,77556.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,15.0,Engineering manager,129259.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,15.0,Engineering manager,90482.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,24.0,Engineering manager,86604.0
Israel,Bachelor’s degree,20.0,Engineering manager,155844.0
Israel,Bachelor’s degree,11.0,Engineering manager,154104.0
Israel,Bachelor’s degree,12.0,Engineering manager,126084.0
Israel,Bachelor’s degree,13.0,Engineering manager,150600.0
Israel,Bachelor’s degree,12.0,Engineering manager,140088.0
Israel,Bachelor’s degree,15.0,Engineering manager,140088.0
Israel,Bachelor’s degree,12.0,Engineering manager,140088.0
United States of America,Master’s degree,2.0,Engineering manager,193000.0
United States of America,Less than a Bachelor’s,18.0,Engineering manager,175000.0
United States of America,Less than a Bachelor’s,8.0,Engineering manager,200000.0
United States of America,Master’s degree,15.0,Engineering manager,81807.0
United States of America,Bachelor’s degree,17.0,Engineering manager,111000.0
United States of America,Bachelor’s degree,12.0,Engineering manager,180000.0
United States of America,Bachelor’s degree,24.0,Engineering manager,115000.0
United States of America,Master’s degree,27.0,Engineering manager,180000.0
United States of America,Less than a Bachelor’s,23.0,Engineering manager,140000.0
United States of America,Bachelor’s degree,15.0,Engineering manager,175000.0
United States of America,Bachelor’s degree,10.0,Engineering manager,147000.0
United States of America,Bachelor’s degree,12.0,Engineering manager,170000.0
United States of America,Less than a Bachelor’s,23.0,Engineering manager,175000.0
United States of America,Master’s degree,25.0,Engineering manager,165000.0
United States of America,Master’s degree,12.0,Engineering manager,186000.0
United States of America,Master’s degree,25.0,Engineering manager,120000.0
United States of America,Less than a Bachelor’s,15.0,Engineering manager,145000.0
United States of America,Bachelor’s degree,13.0,Engineering manager,158608.0
United States of America,Master’s degree,23.0,Engineering manager,181000.0
United States of America,Less than a Bachelor’s,23.0,Engineering manager,140000.0
United States of America,Master’s degree,7.0,Engineering manager,140000.0
United States of America,Master’s degree,13.0,Engineering manager,180000.0
United States of America,Bachelor’s degree,10.0,Engineering manager,180000.0
United States of America,Master’s degree,11.0,Engineering manager,150000.0
United States of America,Less than a Bachelor’s,16.0,Engineering manager,172500.0
United States of America,Bachelor’s degree,6.0,Engineering manager,190000.0
United States of America,Bachelor’s degree,25.0,Engineering manager,135000.0
United States of America,Bachelor’s degree,20.0,Engineering manager,180000.0
United States of America,Less than a Bachelor’s,10.0,Engineering manager,145000.0
United States of America,Bachelor’s degree,20.0,Engineering manager,140000.0
United States of America,Less than a Bachelor’s,20.0,Engineering manager,112000.0
United States of America,Bachelor’s degree,22.0,Engineering manager,190000.0
United States of America,Master’s degree,20.0,Engineering manager,165000.0
United States of America,Bachelor’s degree,4.0,Engineering manager,120000.0
United States of America,Bachelor’s degree,8.0,Engineering manager,150000.0
United States of America,Bachelor’s degree,18.0,Engineering manager,108000.0
United States of America,Master’s degree,18.0,Engineering manager,120000.0
United States of America,Bachelor’s degree,10.0,Engineering manager,157000.0
United States of America,Master’s degree,15.0,Engineering manager,158000.0
United States of America,Bachelor’s degree,5.0,Engineering manager,165000.0
United States of America,Less than a Bachelor’s,30.0,Engineering manager,135000.0
United States of America,Postgraduate,17.0,Engineering manager,153000.0
United States of America,Master’s degree,16.0,Engineering manager,175000.0
United States of America,Bachelor’s degree,10.0,Engineering manager,135000.0
United States of America,Bachelor’s degree,7.0,Engineering manager,165000.0
United States of America,Less than a Bachelor’s,24.0,Engineering manager,194000.0
United States of America,Less than a Bachelor’s,25.0,Engineering manager,180000.0
United States of America,Master’s degree,23.0,Engineering manager,200000.0
United States of America,Less than a Bachelor’s,10.0,Engineering manager,180000.0
United States of America,Bachelor’s degree,13.0,Engineering manager,138000.0
United States of America,Master’s degree,9.0,Engineering manager,120000.0
United States of America,Master’s degree,10.0,Engineering manager,152000.0
United States of America,Bachelor’s degree,12.0,Engineering manager,175000.0
United States of America,Bachelor’s degree,19.0,Engineering manager,130000.0
United States of America,Bachelor’s degree,11.0,Engineering manager,162000.0
United States of America,Master’s degree,15.0,Engineering manager,150000.0
United States of America,Less than a Bachelor’s,11.0,Engineering manager,140000.0
United States of America,Master’s degree,14.0,Engineering manager,155100.0
United States of America,Master’s degree,25.0,Engineering manager,200000.0
United States of America,Bachelor’s degree,20.0,Engineering manager,195000.0
United States of America,Bachelor’s degree,7.0,Engineering manager,100000.0
United States of America,Bachelor’s degree,20.0,Engineering manager,175000.0
United States of America,Master’s degree,20.0,Engineering manager,175000.0
United States of America,Bachelor’s degree,8.0,Engineering manager,165000.0
United States of America,Bachelor’s degree,6.0,Engineering manager,164000.0
United States of America,Bachelor’s degree,13.0,Engineering manager,150000.0
United States of America,Bachelor’s degree,10.0,Engineering manager,165000.0
United States of America,Bachelor’s degree,4.0,Engineering manager,125000.0
United States of America,Bachelor’s degree,6.0,Engineering manager,155000.0
United States of America,Bachelor’s degree,12.0,Engineering manager,175000.0
United States of America,Master’s degree,5.0,Engineering manager,75000.0
United States of America,Bachelor’s degree,9.0,Engineering manager,145000.0
United States of America,Bachelor’s degree,20.0,Engineering manager,100000.0
United States of America,Bachelor’s degree,20.0,Engineering manager,150000.0
United States of America,Master’s degree,5.0,Engineering manager,130000.0
United States of America,Postgraduate,7.0,Engineering manager,180000.0
United States of America,Bachelor’s degree,15.0,Engineering manager,130000.0
Brazil,Master’s degree,20.0,Engineering manager,41232.0
Brazil,Bachelor’s degree,12.0,Engineering manager,54972.0
Brazil,Postgraduate,18.0,Engineering manager,54972.0
Brazil,Bachelor’s degree,15.0,Engineering manager,54972.0
Italy,Master’s degree,12.0,Engineering manager,64859.0
Italy,Master’s degree,10.0,Engineering manager,38916.0
Italy,Master’s degree,17.0,Engineering manager,70264.0
Italy,Less than a Bachelor’s,12.0,Engineering manager,35672.0
Netherlands,Master’s degree,4.0,Engineering manager,77831.0
Netherlands,Master’s degree,5.0,Engineering manager,86478.0
Netherlands,Less than a Bachelor’s,13.0,Engineering manager,71340.0
Netherlands,Master’s degree,8.0,Engineering manager,77831.0
Netherlands,Postgraduate,12.0,Engineering manager,97288.0
Poland,Master’s degree,25.0,Engineering manager,60744.0
Poland,Master’s degree,12.0,Engineering manager,45564.0
India,Bachelor’s degree,7.0,Engineering manager,16754.0
India,Master’s degree,8.0,Engineering manager,27574.0
India,Bachelor’s degree,3.0,Engineering manager,22339.0
India,Bachelor’s degree,5.0,Engineering manager,26527.0
India,Bachelor’s degree,7.0,Engineering manager,30716.0
India,Master’s degree,4.0,Engineering manager,48517.0
India,Bachelor’s degree,8.0,Engineering manager,37697.0
Australia,Bachelor’s degree,7.0,Engineering manager,120257.0
Australia,Bachelor’s degree,15.0,Engineering manager,146981.0
Australia,Bachelor’s degree,23.0,Engineering manager,123598.0
Australia,Bachelor’s degree,24.0,Engineering manager,116917.0
Australia,Bachelor’s degree,20.0,Engineering manager,66810.0
Australia,Less than a Bachelor’s,18.0,Engineering manager,133619.0
Australia,Bachelor’s degree,10.0,Engineering manager,120257.0
Norway,Master’s degree,5.0,Engineering manager,86316.0
Sweden,Less than a Bachelor’s,4.0,DevOps specialist,54000.0
Sweden,Bachelor’s degree,2.0,DevOps specialist,40872.0
Sweden,Less than a Bachelor’s,2.0,DevOps specialist,49092.0
Sweden,Less than a Bachelor’s,3.0,DevOps specialist,46632.0
Spain,Less than a Bachelor’s,20.0,DevOps specialist,58373.0
Spain,Less than a Bachelor’s,5.0,DevOps specialist,68102.0
Spain,Master’s degree,4.0,DevOps specialist,51887.0
Spain,Bachelor’s degree,3.0,DevOps specialist,70264.0
Spain,Postgraduate,5.0,DevOps specialist,26484.0
Spain,Less than a Bachelor’s,30.0,DevOps specialist,38916.0
Spain,Master’s degree,10.0,DevOps specialist,64859.0
Spain,Bachelor’s degree,4.0,DevOps specialist,35672.0
Spain,Bachelor’s degree,21.0,DevOps specialist,59454.0
Spain,Master’s degree,1.0,DevOps specialist,26328.0
Spain,Less than a Bachelor’s,5.0,DevOps specialist,45401.0
Spain,Less than a Bachelor’s,10.0,DevOps specialist,43239.0
Spain,Less than a Bachelor’s,7.0,DevOps specialist,34591.0
Spain,Less than a Bachelor’s,5.0,DevOps specialist,54049.0
Germany,Bachelor’s degree,5.0,DevOps specialist,70264.0
Germany,Bachelor’s degree,8.0,DevOps specialist,51888.0
Germany,Bachelor’s degree,5.0,DevOps specialist,71345.0
Germany,Master’s degree,2.0,DevOps specialist,75669.0
Germany,Master’s degree,1.0,DevOps specialist,57292.0
Germany,Master’s degree,5.0,DevOps specialist,64859.0
Germany,Postgraduate,5.0,DevOps specialist,88640.0
Germany,Less than a Bachelor’s,13.0,DevOps specialist,71345.0
Germany,Less than a Bachelor’s,30.0,DevOps specialist,97288.0
Germany,Master’s degree,17.0,DevOps specialist,51888.0
Germany,Master’s degree,5.0,DevOps specialist,79993.0
Germany,Master’s degree,5.0,DevOps specialist,81074.0
Germany,Bachelor’s degree,1.0,DevOps specialist,39996.0
Germany,Bachelor’s degree,0.5,DevOps specialist,50806.0
Germany,Master’s degree,5.0,DevOps specialist,59454.0
Germany,Master’s degree,10.0,DevOps specialist,75669.0
Germany,Master’s degree,15.0,DevOps specialist,95126.0
Germany,Postgraduate,12.0,DevOps specialist,73740.0
Germany,Bachelor’s degree,6.0,DevOps specialist,55130.0
Germany,Master’s degree,12.0,DevOps specialist,81074.0
Germany,Less than a Bachelor’s,6.0,DevOps specialist,70048.0
Germany,Master’s degree,5.0,DevOps specialist,61616.0
Germany,Master’s degree,17.0,DevOps specialist,61616.0
Germany,Less than a Bachelor’s,5.0,DevOps specialist,43239.0
Germany,Bachelor’s degree,4.0,DevOps specialist,60535.0
Germany,Less than a Bachelor’s,10.0,DevOps specialist,91883.0
Germany,Bachelor’s degree,6.0,DevOps specialist,63300.0
Germany,Master’s degree,12.0,DevOps specialist,54049.0
Germany,Bachelor’s degree,5.0,DevOps specialist,75669.0
Germany,Less than a Bachelor’s,7.0,DevOps specialist,64859.0
Germany,Bachelor’s degree,12.0,DevOps specialist,92964.0
Germany,Master’s degree,0.5,DevOps specialist,58368.0
Turkey,Bachelor’s degree,0.5,DevOps specialist,7500.0
Turkey,Bachelor’s degree,2.0,DevOps specialist,39444.0
Canada,Less than a Bachelor’s,20.0,DevOps specialist,75631.0
Canada,Less than a Bachelor’s,5.0,DevOps specialist,117985.0
Canada,Bachelor’s degree,10.0,DevOps specialist,79413.0
Canada,Less than a Bachelor’s,0.5,DevOps specialist,33300.0
Canada,Bachelor’s degree,8.0,DevOps specialist,83194.0
Canada,Less than a Bachelor’s,15.0,DevOps specialist,58992.0
Canada,Bachelor’s degree,5.0,DevOps specialist,75631.0
Canada,Bachelor’s degree,15.0,DevOps specialist,113447.0
Canada,Bachelor’s degree,5.0,DevOps specialist,113447.0
Canada,Bachelor’s degree,3.0,DevOps specialist,96052.0
Canada,Bachelor’s degree,16.0,DevOps specialist,102102.0
Canada,Postgraduate,15.0,DevOps specialist,98321.0
Canada,Bachelor’s degree,4.0,DevOps specialist,56723.0
Canada,Less than a Bachelor’s,3.0,DevOps specialist,56723.0
Canada,Bachelor’s degree,12.0,DevOps specialist,78278.0
Canada,Less than a Bachelor’s,6.0,DevOps specialist,90758.0
Canada,Bachelor’s degree,15.0,DevOps specialist,83194.0
Canada,Master’s degree,3.0,DevOps specialist,64287.0
Canada,Bachelor’s degree,7.0,DevOps specialist,74497.0
Canada,Bachelor’s degree,12.0,DevOps specialist,128573.0
Canada,Bachelor’s degree,8.0,DevOps specialist,105884.0
Canada,Less than a Bachelor’s,18.0,DevOps specialist,68068.0
Canada,Bachelor’s degree,15.0,DevOps specialist,75631.0
France,Master’s degree,7.0,DevOps specialist,39456.0
France,Master’s degree,21.0,DevOps specialist,68102.0
France,Master’s degree,3.0,DevOps specialist,43239.0
France,Master’s degree,3.0,DevOps specialist,43239.0
France,Master’s degree,7.0,DevOps specialist,71561.0
France,Bachelor’s degree,12.0,DevOps specialist,96207.0
France,Bachelor’s degree,11.0,DevOps specialist,93397.0
France,Master’s degree,4.0,DevOps specialist,43239.0
France,Less than a Bachelor’s,5.0,DevOps specialist,43239.0
France,Postgraduate,8.0,DevOps specialist,52968.0
France,Bachelor’s degree,11.0,DevOps specialist,59454.0
France,Master’s degree,12.0,DevOps specialist,86478.0
France,Bachelor’s degree,12.0,DevOps specialist,54049.0
France,Master’s degree,10.0,DevOps specialist,64859.0
France,Master’s degree,15.0,DevOps specialist,71345.0
France,Less than a Bachelor’s,21.0,DevOps specialist,44320.0
France,Master’s degree,3.0,DevOps specialist,60535.0
France,Master’s degree,20.0,DevOps specialist,57076.0
France,Master’s degree,4.0,DevOps specialist,33732.0
France,Less than a Bachelor’s,4.0,DevOps specialist,56211.0
France,Master’s degree,9.0,DevOps specialist,38916.0
France,Master’s degree,7.0,DevOps specialist,58373.0
France,Master’s degree,4.0,DevOps specialist,74588.0
France,Bachelor’s degree,4.0,DevOps specialist,54049.0
Switzerland,Master’s degree,2.0,DevOps specialist,91484.0
Switzerland,Less than a Bachelor’s,24.0,DevOps specialist,143770.0
Switzerland,Master’s degree,5.0,DevOps specialist,108098.0
Switzerland,Less than a Bachelor’s,1.0,DevOps specialist,82332.0
Switzerland,Less than a Bachelor’s,13.0,DevOps specialist,101649.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,DevOps specialist,38778.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,12.0,DevOps specialist,144771.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s,6.0,DevOps specialist,96945.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,DevOps specialist,135722.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,DevOps specialist,105993.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,DevOps specialist,58167.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,DevOps specialist,71093.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,DevOps specialist,84019.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s,14.0,DevOps specialist,96945.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s,30.0,DevOps specialist,92052.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,8.0,DevOps specialist,62691.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s,6.0,DevOps specialist,109871.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s,16.0,DevOps specialist,129259.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,DevOps specialist,60752.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s,23.0,DevOps specialist,133137.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s,24.0,DevOps specialist,51704.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s,8.0,DevOps specialist,80787.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,DevOps specialist,62045.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,10.0,DevOps specialist,148648.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,20.0,DevOps specialist,55646.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,23.0,DevOps specialist,64630.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,DevOps specialist,62045.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,DevOps specialist,60752.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s,17.0,DevOps specialist,109860.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,1.0,DevOps specialist,36193.0
United Kingdom of Great Britain and Northern Ireland,Postgraduate,5.0,DevOps specialist,135722.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,13.0,DevOps specialist,103408.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s,5.0,DevOps specialist,96945.0
Russian Federation,Less than a Bachelor’s,1.0,DevOps specialist,28308.0
Russian Federation,Less than a Bachelor’s,4.0,DevOps specialist,20760.0
Russian Federation,Master’s degree,4.0,DevOps specialist,17300.0
Russian Federation,Master’s degree,10.0,DevOps specialist,22644.0
Russian Federation,Bachelor’s degree,4.0,DevOps specialist,22644.0
Russian Federation,Less than a Bachelor’s,3.0,DevOps specialist,16044.0
Russian Federation,Bachelor’s degree,4.0,DevOps specialist,13212.0
Israel,Less than a Bachelor’s,5.0,DevOps specialist,101916.0
Israel,Less than a Bachelor’s,4.0,DevOps specialist,91056.0
Israel,Bachelor’s degree,3.0,DevOps specialist,71796.0
Israel,Bachelor’s degree,3.0,DevOps specialist,73548.0
Israel,Bachelor’s degree,4.0,DevOps specialist,77052.0
Israel,Less than a Bachelor’s,3.0,DevOps specialist,87552.0
Israel,Bachelor’s degree,2.0,DevOps specialist,70044.0
Israel,Bachelor’s degree,22.0,DevOps specialist,140088.0
United States of America,Bachelor’s degree,9.0,DevOps specialist,107972.0
United States of America,Bachelor’s degree,19.0,DevOps specialist,125000.0
United States of America,Bachelor’s degree,3.0,DevOps specialist,82750.0
United States of America,Master’s degree,6.0,DevOps specialist,54000.0
United States of America,Bachelor’s degree,2.0,DevOps specialist,120000.0
United States of America,Bachelor’s degree,4.0,DevOps specialist,145000.0
United States of America,Less than a Bachelor’s,1.0,DevOps specialist,70000.0
United States of America,Less than a Bachelor’s,5.0,DevOps specialist,95000.0
United States of America,Bachelor’s degree,11.0,DevOps specialist,135000.0
United States of America,Bachelor’s degree,6.0,DevOps specialist,96000.0
United States of America,Bachelor’s degree,4.0,DevOps specialist,115000.0
United States of America,Less than a Bachelor’s,20.0,DevOps specialist,90000.0
United States of America,Less than a Bachelor’s,4.0,DevOps specialist,98000.0
United States of America,Bachelor’s degree,11.0,DevOps specialist,125000.0
United States of America,Bachelor’s degree,4.0,DevOps specialist,85000.0
United States of America,Bachelor’s degree,15.0,DevOps specialist,125000.0
United States of America,Bachelor’s degree,7.0,DevOps specialist,140000.0
United States of America,Less than a Bachelor’s,5.0,DevOps specialist,105000.0
United States of America,Less than a Bachelor’s,16.0,DevOps specialist,116000.0
United States of America,Less than a Bachelor’s,6.0,DevOps specialist,127000.0
United States of America,Master’s degree,8.0,DevOps specialist,120000.0
United States of America,Bachelor’s degree,6.0,DevOps specialist,85000.0
United States of America,Bachelor’s degree,21.0,DevOps specialist,140000.0
United States of America,Less than a Bachelor’s,10.0,DevOps specialist,133000.0
United States of America,Less than a Bachelor’s,27.0,DevOps specialist,110000.0
United States of America,Less than a Bachelor’s,15.0,DevOps specialist,120000.0
United States of America,Less than a Bachelor’s,4.0,DevOps specialist,97000.0
United States of America,Bachelor’s degree,2.0,DevOps specialist,110000.0
United States of America,Bachelor’s degree,10.0,DevOps specialist,60000.0
United States of America,Bachelor’s degree,6.0,DevOps specialist,130000.0
United States of America,Bachelor’s degree,2.0,DevOps specialist,94577.0
United States of America,Bachelor’s degree,9.0,DevOps specialist,112442.0
United States of America,Bachelor’s degree,3.0,DevOps specialist,60000.0
United States of America,Less than a Bachelor’s,20.0,DevOps specialist,128000.0
United States of America,Bachelor’s degree,4.0,DevOps specialist,110000.0
United States of America,Less than a Bachelor’s,11.0,DevOps specialist,135000.0
United States of America,Less than a Bachelor’s,8.0,DevOps specialist,111000.0
United States of America,Less than a Bachelor’s,12.0,DevOps specialist,124000.0
United States of America,Bachelor’s degree,9.0,DevOps specialist,140758.0
United States of America,Bachelor’s degree,17.0,DevOps specialist,105000.0
United States of America,Bachelor’s degree,12.0,DevOps specialist,140000.0
United States of America,Bachelor’s degree,10.0,DevOps specialist,126000.0
United States of America,Less than a Bachelor’s,15.0,DevOps specialist,94000.0
United States of America,Bachelor’s degree,4.0,DevOps specialist,125000.0
United States of America,Bachelor’s degree,5.0,DevOps specialist,91000.0
United States of America,Bachelor’s degree,29.0,DevOps specialist,121000.0
United States of America,Less than a Bachelor’s,4.0,DevOps specialist,105000.0
United States of America,Less than a Bachelor’s,15.0,DevOps specialist,130000.0
United States of America,Less than a Bachelor’s,4.0,DevOps specialist,60000.0
United States of America,Less than a Bachelor’s,15.0,DevOps specialist,120000.0
United States of America,Bachelor’s degree,8.0,DevOps specialist,110000.0
United States of America,Bachelor’s degree,15.0,DevOps specialist,130000.0
United States of America,Less than a Bachelor’s,1.0,DevOps specialist,100000.0
United States of America,Master’s degree,12.0,DevOps specialist,74000.0
United States of America,Bachelor’s degree,7.0,DevOps specialist,137000.0
United States of America,Less than a Bachelor’s,7.0,DevOps specialist,75000.0
United States of America,Master’s degree,6.0,DevOps specialist,82000.0
United States of America,Bachelor’s degree,3.0,DevOps specialist,95000.0
United States of America,Bachelor’s degree,14.0,DevOps specialist,140000.0
United States of America,Less than a Bachelor’s,4.0,DevOps specialist,91000.0
United States of America,Bachelor’s degree,4.0,DevOps specialist,120000.0
United States of America,Bachelor’s degree,5.0,DevOps specialist,65000.0
United States of America,Bachelor’s degree,0.5,DevOps specialist,80000.0
United States of America,Less than a Bachelor’s,6.0,DevOps specialist,115000.0
United States of America,Bachelor’s degree,5.0,DevOps specialist,139000.0
United States of America,Bachelor’s degree,16.0,DevOps specialist,135000.0
United States of America,Less than a Bachelor’s,5.0,DevOps specialist,126600.0
United States of America,Master’s degree,9.0,DevOps specialist,112320.0
United States of America,Master’s degree,6.0,DevOps specialist,117000.0
United States of America,Less than a Bachelor’s,14.0,DevOps specialist,146000.0
United States of America,Less than a Bachelor’s,5.0,DevOps specialist,60000.0
United States of America,Bachelor’s degree,23.0,DevOps specialist,130000.0
Brazil,Bachelor’s degree,8.0,DevOps specialist,23364.0
