Country,EdLevel,YearsExperience,DevType,AnualSalary
United States of America,Less than a Bachelor’s,6.0,"Developer, back-end",80000.0
United States of America,Less than a Bachelor’s,2.0,"Developer, back-end",100000.0
United States of America,Bachelor’s degree,9.0,"Developer, back-end",120000.0
United States of America,Bachelor’s degree,1.0,"Developer, back-end",100000.0
United States of America,Master’s degree,1.0,"Developer, back-end",150000.0
United States of America,Master’s degree,2.0,"Developer, back-end",72000.0
United States of America,Master’s degree,2.0,"Developer, back-end",89000.0
United States of America,Less than a Bachelor’s,5.0,"Developer, back-end",120000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",140000.0
United States of America,Bachelor’s degree,6.0,"Developer, back-end",160000.0
United States of America,Bachelor’s degree,8.0,"Developer, back-end",140000.0
United States of America,Less than a Bachelor’s,9.0,"Developer, back-end",145000.0
United States of America,Bachelor’s degree,1.0,"Developer, back-end",115000.0
United States of America,Bachelor’s degree,3.0,"Developer, back-end",85000.0
United States of America,Less than a Bachelor’s,10.0,"Developer, back-end",130000.0
United States of America,Bachelor’s degree,13.0,"Developer, back-end",140000.0
United States of America,Bachelor’s degree,2.0,"Developer, back-end",145000.0
United States of America,Less than a Bachelor’s,5.0,"Developer, back-end",55000.0
United States of America,Bachelor’s degree,6.0,"Developer, back-end",120000.0
United States of America,Bachelor’s degree,5.0,"Developer, back-end",100000.0
United States of America,Bachelor’s degree,2.0,"Developer, back-end",80000.0
United States of America,Bachelor’s degree,2.0,"Developer, back-end",50000.0
United States of America,Bachelor’s degree,2.0,"Developer, back-end",81200.0
United States of America,Bachelor’s degree,5.0,"Developer, back-end",155000.0
United States of America,Bachelor’s degree,2.0,"Developer, back-end",136000.0
United States of America,Less than a Bachelor’s,4.0,"Developer, back-end",93000.0
United States of America,Bachelor’s degree,7.0,"Developer, back-end",114000.0
United States of America,Bachelor’s degree,6.0,"Developer, back-end",120000.0
United States of America,Bachelor’s degree,5.0,"Developer, back-end",130000.0
United States of America,Bachelor’s degree,7.0,"Developer, back-end",140000.0
United States of America,Less than a Bachelor’s,9.0,"Developer, back-end",85000.0
United States of America,Master’s degree,1.0,"Developer, back-end",130000.0
United States of America,Bachelor’s degree,3.0,"Developer, back-end",87500.0
United States of America,Bachelor’s degree,8.0,"Developer, back-end",135000.0
United States of America,Master’s degree,5.0,"Developer, back-end",138114.0
United States of America,Bachelor’s degree,9.0,"Developer, back-end",98000.0
United States of America,Master’s degree,2.0,"Developer, back-end",120000.0
United States of America,Bachelor’s degree,0.5,"Developer, back-end",85000.0
United States of America,Master’s degree,4.0,"Developer, back-end",86000.0
United States of America,Less than a Bachelor’s,13.0,"Developer, back-end",160000.0
United States of America,Bachelor’s degree,1.0,"Developer, back-end",85000.0
United States of America,Master’s degree,15.0,"Developer, back-end",125000.0
United States of America,Bachelor’s degree,10.0,"Developer, back-end",105000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",54000.0
United States of America,Less than a Bachelor’s,4.0,"Developer, back-end",86000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",140000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",108000.0
United States of America,Postgraduate,30.0,"Developer, back-end",150000.0
United States of America,Bachelor’s degree,17.0,"Developer, back-end",155000.0
United States of America,Bachelor’s degree,9.0,"Developer, back-end",123000.0
United States of America,Master’s degree,1.0,"Developer, back-end",150000.0
United States of America,Bachelor’s degree,0.5,"Developer, back-end",100000.0
United States of America,Less than a Bachelor’s,2.0,"Developer, back-end",50000.0
United States of America,Less than a Bachelor’s,6.0,"Developer, back-end",125000.0
United States of America,Bachelor’s degree,5.0,"Developer, back-end",106000.0
United States of America,Master’s degree,1.0,"Developer, back-end",55000.0
United States of America,Master’s degree,10.0,"Developer, back-end",150000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",144000.0
United States of America,Master’s degree,20.0,"Developer, back-end",100000.0
United States of America,Less than a Bachelor’s,3.0,"Developer, back-end",90000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",82000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",80000.0
United States of America,Bachelor’s degree,5.0,"Developer, back-end",90000.0
United States of America,Bachelor’s degree,29.0,"Developer, back-end",152000.0
United States of America,Less than a Bachelor’s,8.0,"Developer, back-end",160000.0
United States of America,Bachelor’s degree,7.0,"Developer, back-end",145000.0
United States of America,Less than a Bachelor’s,30.0,"Developer, back-end",140000.0
United States of America,Master’s degree,8.0,"Developer, back-end",150000.0
United States of America,Bachelor’s degree,2.0,"Developer, back-end",124000.0
United States of America,Less than a Bachelor’s,18.0,"Developer, back-end",135000.0
United States of America,Less than a Bachelor’s,25.0,"Developer, back-end",160000.0
United States of America,Bachelor’s degree,1.0,"Developer, back-end",78000.0
United States of America,Bachelor’s degree,2.0,"Developer, back-end",75000.0
United States of America,Bachelor’s degree,13.0,"Developer, back-end",160000.0
United States of America,Less than a Bachelor’s,20.0,"Developer, back-end",124350.0
United States of America,Bachelor’s degree,3.0,"Developer, back-end",85000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",116000.0
United States of America,Bachelor’s degree,2.0,"Developer, back-end",105000.0
United States of America,Bachelor’s degree,3.0,"Developer, back-end",133500.0
United States of America,Bachelor’s degree,17.0,"Developer, back-end",150000.0
United States of America,Bachelor’s degree,5.0,"Developer, back-end",150000.0
United States of America,Master’s degree,7.0,"Developer, back-end",130000.0
United States of America,Bachelor’s degree,6.0,"Developer, back-end",155000.0
United States of America,Less than a Bachelor’s,6.0,"Developer, back-end",80650.0
United States of America,Bachelor’s degree,2.0,"Developer, back-end",100000.0
United States of America,Master’s degree,1.0,"Developer, back-end",160000.0
United States of America,Bachelor’s degree,3.0,"Developer, back-end",125000.0
United States of America,Bachelor’s degree,0.5,"Developer, back-end",65000.0
United States of America,Bachelor’s degree,3.0,"Developer, back-end",140000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",80000.0
United States of America,Bachelor’s degree,12.0,"Developer, back-end",150000.0
United States of America,Bachelor’s degree,0.5,"Developer, back-end",60000.0
United States of America,Bachelor’s degree,17.0,"Developer, back-end",137000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",140000.0
United States of America,Master’s degree,0.5,"Developer, back-end",94680.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",155000.0
United States of America,Less than a Bachelor’s,19.0,"Developer, back-end",145000.0
United States of America,Bachelor’s degree,3.0,"Developer, back-end",150000.0
United States of America,Master’s degree,0.5,"Developer, back-end",110500.0
United States of America,Bachelor’s degree,2.0,"Developer, back-end",160000.0
United States of America,Master’s degree,10.0,"Developer, back-end",100000.0
United States of America,Bachelor’s degree,2.0,"Developer, back-end",100000.0
United States of America,Bachelor’s degree,2.0,"Developer, back-end",70000.0
United States of America,Bachelor’s degree,5.0,"Developer, back-end",125000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",85000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",95000.0
United States of America,Less than a Bachelor’s,6.0,"Developer, back-end",130000.0
United States of America,Bachelor’s degree,13.0,"Developer, back-end",145000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",120000.0
United States of America,Bachelor’s degree,7.0,"Developer, back-end",120000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",122500.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",135000.0
United States of America,Bachelor’s degree,11.0,"Developer, back-end",130000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",120000.0
United States of America,Bachelor’s degree,0.5,"Developer, back-end",110000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",64000.0
United States of America,Bachelor’s degree,2.0,"Developer, back-end",100000.0
United States of America,Bachelor’s degree,15.0,"Developer, back-end",72000.0
United States of America,Master’s degree,0.5,"Developer, back-end",90000.0
United States of America,Bachelor’s degree,13.0,"Developer, back-end",110000.0
United States of America,Less than a Bachelor’s,22.0,"Developer, back-end",128000.0
United States of America,Master’s degree,5.0,"Developer, back-end",140000.0
United States of America,Bachelor’s degree,8.0,"Developer, back-end",116000.0
United States of America,Bachelor’s degree,0.5,"Developer, back-end",60000.0
United States of America,Bachelor’s degree,13.0,"Developer, back-end",100000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",80000.0
United States of America,Bachelor’s degree,8.0,"Developer, back-end",141000.0
United States of America,Less than a Bachelor’s,23.0,"Developer, back-end",83000.0
United States of America,Bachelor’s degree,2.0,"Developer, back-end",88000.0
United States of America,Bachelor’s degree,14.0,"Developer, back-end",106000.0
United States of America,Bachelor’s degree,2.0,"Developer, back-end",90000.0
United States of America,Bachelor’s degree,3.0,"Developer, back-end",90000.0
United States of America,Master’s degree,26.0,"Developer, back-end",150000.0
United States of America,Bachelor’s degree,3.0,"Developer, back-end",68000.0
United States of America,Bachelor’s degree,5.0,"Developer, back-end",86000.0
United States of America,Bachelor’s degree,5.0,"Developer, back-end",150000.0
United States of America,Bachelor’s degree,2.0,"Developer, back-end",141000.0
United States of America,Less than a Bachelor’s,15.0,"Developer, back-end",130000.0
United States of America,Bachelor’s degree,17.0,"Developer, back-end",145000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",150000.0
United States of America,Master’s degree,17.0,"Developer, back-end",158000.0
United States of America,Bachelor’s degree,5.0,"Developer, back-end",150000.0
United States of America,Master’s degree,12.0,"Developer, back-end",153000.0
United States of America,Bachelor’s degree,3.0,"Developer, back-end",100000.0
United States of America,Bachelor’s degree,7.0,"Developer, back-end",138500.0
United States of America,Less than a Bachelor’s,1.0,"Developer, back-end",100000.0
United States of America,Bachelor’s degree,10.0,"Developer, back-end",134000.0
United States of America,Bachelor’s degree,12.0,"Developer, back-end",130000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",85000.0
United States of America,Less than a Bachelor’s,5.0,"Developer, back-end",124000.0
United States of America,Bachelor’s degree,11.0,"Developer, back-end",155000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",145000.0
United States of America,Bachelor’s degree,10.0,"Developer, back-end",131000.0
United States of America,Bachelor’s degree,19.0,"Developer, back-end",157500.0
United States of America,Bachelor’s degree,15.0,"Developer, back-end",155000.0
United States of America,Bachelor’s degree,16.0,"Developer, back-end",140000.0
United States of America,Master’s degree,26.0,"Developer, back-end",125000.0
United States of America,Bachelor’s degree,13.0,"Developer, back-end",110000.0
United States of America,Master’s degree,4.0,"Developer, back-end",100000.0
United States of America,Bachelor’s degree,9.0,"Developer, back-end",140000.0
United States of America,Bachelor’s degree,9.0,"Developer, back-end",140000.0
United States of America,Bachelor’s degree,13.0,"Developer, back-end",117000.0
United States of America,Bachelor’s degree,15.0,"Developer, back-end",118000.0
United States of America,Bachelor’s degree,13.0,"Developer, back-end",120000.0
United States of America,Bachelor’s degree,2.0,"Developer, back-end",120000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",108000.0
United States of America,Master’s degree,3.0,"Developer, back-end",110000.0
United States of America,Master’s degree,0.5,"Developer, back-end",103450.0
United States of America,Bachelor’s degree,21.0,"Developer, back-end",110000.0
United States of America,Less than a Bachelor’s,3.0,"Developer, back-end",160000.0
United States of America,Master’s degree,10.0,"Developer, back-end",135000.0
United States of America,Less than a Bachelor’s,14.0,"Developer, back-end",125000.0
United States of America,Bachelor’s degree,7.0,"Developer, back-end",139000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",110000.0
United States of America,Bachelor’s degree,5.0,"Developer, back-end",71000.0
United States of America,Master’s degree,4.0,"Developer, back-end",82000.0
United States of America,Bachelor’s degree,0.5,"Developer, back-end",116000.0
United States of America,Bachelor’s degree,25.0,"Developer, back-end",156000.0
United States of America,Bachelor’s degree,10.0,"Developer, back-end",125000.0
United States of America,Bachelor’s degree,20.0,"Developer, back-end",140000.0
United States of America,Less than a Bachelor’s,15.0,"Developer, back-end",120000.0
United States of America,Bachelor’s degree,9.0,"Developer, back-end",99000.0
United States of America,Bachelor’s degree,3.0,"Developer, back-end",70000.0
United States of America,Less than a Bachelor’s,20.0,"Developer, back-end",145000.0
United States of America,Master’s degree,5.0,"Developer, back-end",79500.0
United States of America,Master’s degree,1.0,"Developer, back-end",115000.0
United States of America,Master’s degree,9.0,"Developer, back-end",121000.0
United States of America,Bachelor’s degree,10.0,"Developer, back-end",150000.0
United States of America,Bachelor’s degree,6.0,"Developer, back-end",160000.0
United States of America,Master’s degree,12.0,"Developer, back-end",138202.0
United States of America,Master’s degree,15.0,"Developer, back-end",130000.0
United States of America,Master’s degree,20.0,"Developer, back-end",106016.0
United States of America,Bachelor’s degree,10.0,"Developer, back-end",120000.0
United States of America,Bachelor’s degree,6.0,"Developer, back-end",125000.0
United States of America,Master’s degree,3.0,"Developer, back-end",150000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",70000.0
United States of America,Master’s degree,4.0,"Developer, back-end",90000.0
United States of America,Bachelor’s degree,5.0,"Developer, back-end",90000.0
United States of America,Bachelor’s degree,7.0,"Developer, back-end",138000.0
United States of America,Master’s degree,1.0,"Developer, back-end",110000.0
United States of America,Bachelor’s degree,20.0,"Developer, back-end",105000.0
United States of America,Master’s degree,0.5,"Developer, back-end",127000.0
United States of America,Bachelor’s degree,0.5,"Developer, back-end",60000.0
United States of America,Bachelor’s degree,17.0,"Developer, back-end",102000.0
United States of America,Bachelor’s degree,10.0,"Developer, back-end",149000.0
United States of America,Master’s degree,7.0,"Developer, back-end",87550.0
United States of America,Master’s degree,16.0,"Developer, back-end",99500.0
United States of America,Bachelor’s degree,2.0,"Developer, back-end",114000.0
United States of America,Master’s degree,10.0,"Developer, back-end",152000.0
United States of America,Bachelor’s degree,0.5,"Developer, back-end",110000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",160000.0
United States of America,Master’s degree,4.0,"Developer, back-end",150000.0
United States of America,Master’s degree,2.0,"Developer, back-end",105000.0
United States of America,Bachelor’s degree,8.0,"Developer, back-end",105000.0
United States of America,Bachelor’s degree,8.0,"Developer, back-end",150000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",115000.0
United States of America,Master’s degree,6.0,"Developer, back-end",75000.0
United States of America,Bachelor’s degree,2.0,"Developer, back-end",68000.0
United States of America,Bachelor’s degree,5.0,"Developer, back-end",103000.0
United States of America,Less than a Bachelor’s,6.0,"Developer, back-end",95000.0
United States of America,Less than a Bachelor’s,11.0,"Developer, back-end",76000.0
United States of America,Bachelor’s degree,1.0,"Developer, back-end",70000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",113000.0
United States of America,Master’s degree,8.0,"Developer, back-end",90000.0
United States of America,Master’s degree,9.0,"Developer, back-end",150000.0
United States of America,Bachelor’s degree,25.0,"Developer, back-end",140000.0
United States of America,Bachelor’s degree,3.0,"Developer, back-end",75000.0
United States of America,Bachelor’s degree,0.5,"Developer, back-end",58600.0
United States of America,Less than a Bachelor’s,13.0,"Developer, back-end",160000.0
United States of America,Less than a Bachelor’s,0.5,"Developer, back-end",60000.0
United States of America,Less than a Bachelor’s,5.0,"Developer, back-end",70000.0
United States of America,Less than a Bachelor’s,30.0,"Developer, back-end",160000.0
United States of America,Bachelor’s degree,6.0,"Developer, back-end",107000.0
United States of America,Master’s degree,4.0,"Developer, back-end",75000.0
United States of America,Less than a Bachelor’s,25.0,"Developer, back-end",65000.0
United States of America,Postgraduate,22.0,"Developer, back-end",150000.0
United States of America,Master’s degree,10.0,"Developer, back-end",150000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",110000.0
United States of America,Master’s degree,4.0,"Developer, back-end",106000.0
United States of America,Bachelor’s degree,6.0,"Developer, back-end",120000.0
United States of America,Bachelor’s degree,5.0,"Developer, back-end",105000.0
United States of America,Bachelor’s degree,9.0,"Developer, back-end",135000.0
United States of America,Less than a Bachelor’s,10.0,"Developer, back-end",110000.0
United States of America,Bachelor’s degree,5.0,"Developer, back-end",150000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",123000.0
United States of America,Bachelor’s degree,15.0,"Developer, back-end",145000.0
United States of America,Bachelor’s degree,16.0,"Developer, back-end",150000.0
United States of America,Bachelor’s degree,6.0,"Developer, back-end",121000.0
United States of America,Bachelor’s degree,3.0,"Developer, back-end",65000.0
United States of America,Bachelor’s degree,5.0,"Developer, back-end",100000.0
United States of America,Bachelor’s degree,0.5,"Developer, back-end",55000.0
United States of America,Master’s degree,3.0,"Developer, back-end",115000.0
United States of America,Master’s degree,2.0,"Developer, back-end",66000.0
United States of America,Less than a Bachelor’s,10.0,"Developer, back-end",120000.0
United States of America,Bachelor’s degree,2.0,"Developer, back-end",80000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",70000.0
United States of America,Master’s degree,10.0,"Developer, back-end",142000.0
United States of America,Less than a Bachelor’s,20.0,"Developer, back-end",118000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",125000.0
United States of America,Bachelor’s degree,6.0,"Developer, back-end",158000.0
United States of America,Bachelor’s degree,6.0,"Developer, back-end",74160.0
United States of America,Postgraduate,5.0,"Developer, back-end",160000.0
United States of America,Master’s degree,4.0,"Developer, back-end",65000.0
United States of America,Bachelor’s degree,7.0,"Developer, back-end",115500.0
United States of America,Bachelor’s degree,5.0,"Developer, back-end",130000.0
United States of America,Master’s degree,8.0,"Developer, back-end",150000.0
United States of America,Bachelor’s degree,6.0,"Developer, back-end",105884.0
United States of America,Bachelor’s degree,9.0,"Developer, back-end",160000.0
United States of America,Bachelor’s degree,25.0,"Developer, back-end",150000.0
United States of America,Bachelor’s degree,22.0,"Developer, back-end",130000.0
United States of America,Bachelor’s degree,9.0,"Developer, back-end",145000.0
United States of America,Bachelor’s degree,2.0,"Developer, back-end",93000.0
United States of America,Bachelor’s degree,2.0,"Developer, back-end",160000.0
United States of America,Less than a Bachelor’s,20.0,"Developer, back-end",125000.0
United States of America,Bachelor’s degree,26.0,"Developer, back-end",100000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",160000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",85000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",75000.0
United States of America,Bachelor’s degree,3.0,"Developer, back-end",49160.0
United States of America,Bachelor’s degree,14.0,"Developer, back-end",110000.0
United States of America,Bachelor’s degree,14.0,"Developer, back-end",140000.0
United States of America,Master’s degree,27.0,"Developer, back-end",150000.0
United States of America,Less than a Bachelor’s,20.0,"Developer, back-end",160000.0
United States of America,Bachelor’s degree,10.0,"Developer, back-end",135000.0
United States of America,Master’s degree,5.0,"Developer, back-end",142500.0
United States of America,Bachelor’s degree,10.0,"Developer, back-end",160000.0
United States of America,Bachelor’s degree,8.0,"Developer, back-end",160000.0
United States of America,Postgraduate,20.0,"Developer, back-end",90000.0
United States of America,Bachelor’s degree,6.0,"Developer, back-end",78000.0
United States of America,Bachelor’s degree,3.0,"Developer, back-end",140000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",140000.0
United States of America,Bachelor’s degree,3.0,"Developer, back-end",96000.0
United States of America,Less than a Bachelor’s,16.0,"Developer, back-end",145000.0
United States of America,Bachelor’s degree,9.0,"Developer, back-end",156000.0
United States of America,Bachelor’s degree,6.0,"Developer, back-end",160000.0
United States of America,Master’s degree,10.0,"Developer, back-end",48000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",130000.0
United States of America,Bachelor’s degree,11.0,"Developer, back-end",75000.0
United States of America,Bachelor’s degree,10.0,"Developer, back-end",130000.0
United States of America,Bachelor’s degree,1.0,"Developer, back-end",135996.0
United States of America,Bachelor’s degree,1.0,"Developer, back-end",125000.0
United States of America,Bachelor’s degree,5.0,"Developer, back-end",96000.0
United States of America,Bachelor’s degree,6.0,"Developer, back-end",148700.0
United States of America,Master’s degree,9.0,"Developer, back-end",150000.0
United States of America,Bachelor’s degree,0.5,"Developer, back-end",99000.0
United States of America,Bachelor’s degree,1.0,"Developer, back-end",140000.0
United States of America,Master’s degree,20.0,"Developer, back-end",145500.0
United States of America,Bachelor’s degree,3.0,"Developer, back-end",100000.0
United States of America,Less than a Bachelor’s,0.5,"Developer, back-end",96000.0
United States of America,Bachelor’s degree,2.0,"Developer, back-end",84000.0
United States of America,Bachelor’s degree,2.0,"Developer, back-end",102000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",120000.0
United States of America,Master’s degree,7.0,"Developer, back-end",160000.0
United States of America,Bachelor’s degree,6.0,"Developer, back-end",105000.0
United States of America,Master’s degree,14.0,"Developer, back-end",130000.0
United States of America,Less than a Bachelor’s,10.0,"Developer, back-end",130000.0
United States of America,Bachelor’s degree,6.0,"Developer, back-end",140000.0
United States of America,Bachelor’s degree,15.0,"Developer, back-end",150000.0
United States of America,Bachelor’s degree,12.0,"Developer, back-end",118000.0
United States of America,Less than a Bachelor’s,20.0,"Developer, back-end",115000.0
United States of America,Bachelor’s degree,27.0,"Developer, back-end",100000.0
United States of America,Bachelor’s degree,6.0,"Developer, back-end",150000.0
United States of America,Bachelor’s degree,8.0,"Developer, back-end",160000.0
United States of America,Bachelor’s degree,10.0,"Developer, back-end",155000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",140000.0
United States of America,Less than a Bachelor’s,26.0,"Developer, back-end",130000.0
United States of America,Bachelor’s degree,3.0,"Developer, back-end",70000.0
United States of America,Postgraduate,7.0,"Developer, back-end",140000.0
United States of America,Bachelor’s degree,9.0,"Developer, back-end",105000.0
United States of America,Bachelor’s degree,3.0,"Developer, back-end",85000.0
United States of America,Bachelor’s degree,9.0,"Developer, back-end",136000.0
United States of America,Bachelor’s degree,13.0,"Developer, back-end",150000.0
United States of America,Bachelor’s degree,0.5,"Developer, back-end",64000.0
United States of America,Master’s degree,1.0,"Developer, back-end",77000.0
United States of America,Bachelor’s degree,18.0,"Developer, back-end",151500.0
United States of America,Master’s degree,4.0,"Developer, back-end",90000.0
United States of America,Less than a Bachelor’s,10.0,"Developer, back-end",110000.0
United States of America,Master’s degree,6.0,"Developer, back-end",110000.0
United States of America,Master’s degree,13.0,"Developer, back-end",135000.0
United States of America,Bachelor’s degree,0.5,"Developer, back-end",77000.0
United States of America,Less than a Bachelor’s,8.0,"Developer, back-end",105000.0
United States of America,Master’s degree,12.0,"Developer, back-end",96000.0
United States of America,Bachelor’s degree,11.0,"Developer, back-end",160000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",101880.0
United States of America,Bachelor’s degree,6.0,"Developer, back-end",119600.0
United States of America,Bachelor’s degree,5.0,"Developer, back-end",65000.0
United States of America,Bachelor’s degree,6.0,"Developer, back-end",58000.0
United States of America,Less than a Bachelor’s,20.0,"Developer, back-end",100000.0
United States of America,Bachelor’s degree,7.0,"Developer, back-end",125000.0
United States of America,Bachelor’s degree,8.0,"Developer, back-end",130000.0
United States of America,Less than a Bachelor’s,24.0,"Developer, back-end",150000.0
United States of America,Less than a Bachelor’s,24.0,"Developer, back-end",125000.0
United States of America,Bachelor’s degree,1.0,"Developer, back-end",140000.0
United States of America,Bachelor’s degree,3.0,"Developer, back-end",71850.0
United States of America,Bachelor’s degree,3.0,"Developer, back-end",111000.0
United States of America,Bachelor’s degree,5.0,"Developer, back-end",120000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",135000.0
United States of America,Bachelor’s degree,2.0,"Developer, back-end",150000.0
United States of America,Master’s degree,19.0,"Developer, back-end",120000.0
United States of America,Bachelor’s degree,25.0,"Developer, back-end",159000.0
United States of America,Master’s degree,3.0,"Developer, back-end",121000.0
United States of America,Bachelor’s degree,17.0,"Developer, back-end",150000.0
United States of America,Bachelor’s degree,1.0,"Developer, back-end",95000.0
United States of America,Bachelor’s degree,9.0,"Developer, back-end",140000.0
United States of America,Bachelor’s degree,0.5,"Developer, back-end",150000.0
United States of America,Bachelor’s degree,6.0,"Developer, back-end",75000.0
United States of America,Less than a Bachelor’s,25.0,"Developer, back-end",160000.0
United States of America,Bachelor’s degree,6.0,"Developer, back-end",160000.0
United States of America,Bachelor’s degree,7.0,"Developer, back-end",125000.0
United States of America,Bachelor’s degree,2.0,"Developer, back-end",70000.0
United States of America,Bachelor’s degree,3.0,"Developer, back-end",110000.0
United States of America,Less than a Bachelor’s,0.5,"Developer, back-end",130000.0
United States of America,Less than a Bachelor’s,15.0,"Developer, back-end",130000.0
United States of America,Bachelor’s degree,7.0,"Developer, back-end",80000.0
United States of America,Bachelor’s degree,25.0,"Developer, back-end",150000.0
United States of America,Master’s degree,7.0,"Developer, back-end",124000.0
United States of America,Master’s degree,21.0,"Developer, back-end",125000.0
United States of America,Less than a Bachelor’s,1.0,"Developer, back-end",99000.0
United States of America,Master’s degree,22.0,"Developer, back-end",66000.0
United States of America,Master’s degree,14.0,"Developer, back-end",148000.0
United States of America,Bachelor’s degree,5.0,"Developer, back-end",130000.0
United States of America,Bachelor’s degree,20.0,"Developer, back-end",150000.0
United States of America,Bachelor’s degree,25.0,"Developer, back-end",122000.0
United States of America,Bachelor’s degree,5.0,"Developer, back-end",150000.0
United States of America,Less than a Bachelor’s,5.0,"Developer, back-end",87500.0
United States of America,Bachelor’s degree,6.0,"Developer, back-end",160000.0
United States of America,Bachelor’s degree,7.0,"Developer, back-end",104000.0
United States of America,Bachelor’s degree,1.0,"Developer, back-end",78750.0
United States of America,Bachelor’s degree,3.0,"Developer, back-end",100000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",71000.0
United States of America,Bachelor’s degree,10.0,"Developer, back-end",133000.0
United States of America,Bachelor’s degree,5.0,"Developer, back-end",89500.0
United States of America,Master’s degree,12.0,"Developer, back-end",125000.0
United States of America,Less than a Bachelor’s,12.0,"Developer, back-end",120000.0
United States of America,Less than a Bachelor’s,15.0,"Developer, back-end",146000.0
United States of America,Bachelor’s degree,0.5,"Developer, back-end",120000.0
United States of America,Bachelor’s degree,10.0,"Developer, back-end",130000.0
United States of America,Less than a Bachelor’s,12.0,"Developer, back-end",86400.0
United States of America,Less than a Bachelor’s,8.0,"Developer, back-end",135000.0
United States of America,Bachelor’s degree,1.0,"Developer, back-end",58000.0
United States of America,Master’s degree,23.0,"Developer, back-end",150000.0
United States of America,Bachelor’s degree,10.0,"Developer, back-end",140000.0
United States of America,Less than a Bachelor’s,4.0,"Developer, back-end",70000.0
United States of America,Less than a Bachelor’s,18.0,"Developer, back-end",140000.0
United States of America,Master’s degree,7.0,"Developer, back-end",160000.0
United States of America,Bachelor’s degree,8.0,"Developer, back-end",150000.0
United States of America,Master’s degree,9.0,"Developer, back-end",151900.0
United States of America,Bachelor’s degree,7.0,"Developer, back-end",130000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",120000.0
United States of America,Less than a Bachelor’s,14.0,"Developer, back-end",80000.0
United States of America,Bachelor’s degree,6.0,"Developer, back-end",74000.0
United States of America,Master’s degree,9.0,"Developer, back-end",110000.0
United States of America,Bachelor’s degree,8.0,"Developer, back-end",145000.0
United States of America,Master’s degree,11.0,"Developer, back-end",60000.0
United States of America,Master’s degree,3.0,"Developer, back-end",86000.0
United States of America,Bachelor’s degree,0.5,"Developer, back-end",152200.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",82000.0
United States of America,Bachelor’s degree,5.0,"Developer, back-end",114000.0
United States of America,Master’s degree,10.0,"Developer, back-end",115000.0
United States of America,Bachelor’s degree,16.0,"Developer, back-end",150000.0
United States of America,Bachelor’s degree,1.0,"Developer, back-end",90000.0
United States of America,Less than a Bachelor’s,5.0,"Developer, back-end",125000.0
United States of America,Master’s degree,0.5,"Developer, back-end",85000.0
United States of America,Master’s degree,3.0,"Developer, back-end",95000.0
United States of America,Bachelor’s degree,4.0,"Developer, back-end",85000.0
United States of America,Bachelor’s degree,2.0,"Developer, back-end",70000.0
United States of America,Bachelor’s degree,3.0,"Developer, back-end",96000.0
